"Name","Gross Export","Share","Code","Sector"
"Mixed alkylbenzenes","6171667","0.0007595505985988523","3817","Chemicals"
"Chemical elements for electronics","4219958016","0.519352654171851","3818","Chemicals"
"Hydraulic fluids","20441088","0.0025156964279524183","3819","Chemicals"
"Antifreezing preparation","14631461","0.0018007022998690245","3820","Chemicals"
"Prepared culture media for micro-organisms","36908240","0.004542318272393845","3821","Chemicals"
"Diagnostic or laboratory reagents","965842752","0.11886682162760284","3822","Chemicals"
"Industrial monocarboxylic fatty acids","4118916864","0.5069174616242431","3823","Chemicals"
"Polymers of ethylene","1030819520","0.12686354974488764","3901","Chemicals"
"Polymers of propylene","858879488","0.10570279135842485","3902","Chemicals"
"Polymers of styrene","646297664","0.0795402243128542","3903","Chemicals"
"Polymers of vinyl chloride","1342557568","0.16522933016765476","3904","Chemicals"
"Polymers of vinyl acetate","368037344","0.04529456708243198","3905","Chemicals"
"Acrylic polymers","1239911680","0.1525966418398317","3906","Chemicals"
"Polyacetals","2626305280","0.32322089761604544","3907","Chemicals"
"Polyamides","513165056","0.06315551786329586","3908","Chemicals"
"Amino-resins","762847296","0.09388405439183868","3909","Chemicals"
"Silicones in primary forms","727704064","0.08955895666665385","3910","Chemicals"
"Petroleum resins","668016448","0.08221316752058708","3911","Chemicals"
"Cellulose n.e.c.","317276288","0.039047374797055945","3912","Chemicals"
"Natural polymers","76512768","0.009416470255905756","3913","Chemicals"
"Ion-exchangers based on polymers","92425200","0.011374822391684232","3914","Chemicals"
"Plastic waste","272290720","0.033510975133446516","3915","Chemicals"
"Monofilament","32444618","0.0039929777519122625","3916","Chemicals"
"Plastic tubes and fittings","633272576","0.07793721925972953","3917","Chemicals"
"Plastic floor coverings","29932374","0.003683794441466904","3918","Chemicals"
"Self-adhesive plastic sheets","2635468288","0.324348594267755","3919","Chemicals"
"Other plates of plastics, noncellular and not reinforced","6103192064","0.7511233489387819","3920","Chemicals"
"Other plastic plates, sheets etc.","1728470400","0.21272384381406154","3921","Chemicals"
"Baths, sinks etc.","16325721","0.0020092158501273404","3922","Chemicals"
"Packing lids","708323712","0.08717380562680409","3923","Chemicals"
"Plastic household articles","117519880","0.0144632390570109","3924","Chemicals"
"Plastic builders' ware","41519448","0.00510982228657086","3925","Chemicals"
"Other articles of plastic","2319438592","0.285454638263354","3926","Chemicals"
"Natural rubber","11573330","0.0014243363631385258","4001","Chemicals"
"Synthetic rubber","1920265984","0.23632823637701356","4002","Chemicals"
"Reclaimed rubber","1922406","0.00023659160937393822","4003","Chemicals"
"Scrap of rubber","2005446","0.00024681138981699335","4004","Chemicals"
"Compounded rubber","177948640","0.021900241220378817","4005","Chemicals"
"Unvulcanized rubber rods","5394076","0.0006638520280967368","4006","Chemicals"
"Vulcanized rubber thread and cord","2421796","0.00029805182319206564","4007","Chemicals"
"Vulcanized rubber plates","123247496","0.015168140044271613","4008","Chemicals"
"Vulcanized rubber tubes","435278464","0.05356997029949752","4009","Chemicals"
"Conveyor belts of vulcanized rubber","301121888","0.03705924352069166","4010","Chemicals"
"New pneumatic tires of rubber","4060391680","0.49971473365134567","4011","Chemicals"
"Used pneumatic tires of rubber","112574064","0.013854554644297159","4012","Chemicals"
"Rubber inner tubes","9274976","0.0011414766177096057","4013","Chemicals"
"Rubber hygenic or pharmeceutical items","52701968","0.006486061438787536","4014","Chemicals"
"Vulcanized rubber articles of apparel","9168442","0.0011283654172071919","4015","Chemicals"
"Other articles of vulcanized rubber","1449660160","0.17841050761373028","4016","Chemicals"
"Hard rubber","4580951","0.0005637802678274786","4017","Chemicals"
"Raw hides of bovines or equines","226893","0.00002792385168673057","4101","Agriculture"
"Raw skins of sheep or lambs","9044","0.00000111305026887031","4102","Agriculture"
"Other raw hides and skins","32866","0.000004044837476414376","4103","Agriculture"
"Tanned hides of bovines or equines","59164180","0.007281369577232576","4104","Agriculture"
"Tanned sheepskins","1027969","0.00012651273461304112","4105","Agriculture"
"Tanned skins of other animals","822828","0.00010126591404622064","4106","Agriculture"
"Bovine leather further prepared","46032168","0.005665205326081744","4107","Agriculture"
"Chamois leather","78708","0.00000968663871762985","4108","Agriculture"
"Patent leather","596164","0.00007337024552087567","4109","Agriculture"
"Waste of leather","42604","0.000005243298723457617","4110","Agriculture"
"Composition leather","699014","0.00008602805402964518","4111","Agriculture"
"Saddlery and harnesses","1593254","0.00019608268388751626","4201","Agriculture"
"Trunks or cases","117380264","0.014446056435788146","4202","Agriculture"
"Leather apparel","10542850","0.001297514598314833","4203","Agriculture"
"Other articles of leather","7690319","0.0009464519715444995","4205","Agriculture"
"Articles of gut","148197","0.000018238689815985553","4206","Agriculture"
"Other raw furskins","2469","3.0386124655470985e-7","4301","Agriculture"
"Other tanned furskins","228123","0.000028075228492426112","4302","Agriculture"
"Furskin apparel","943353","0.00011609899494577771","4303","Agriculture"
"Artificial fur","3029113","0.0003727946748218213","4304","Agriculture"
"Fuel wood","1674962","0.00020613853432635478","4401","Agriculture"
"Wood charcoal","2907256","0.0003577976639180476","4402","Agriculture"
"Wood in the rough","156091664","0.01921029064392018","4403","Agriculture"
"Strips and other pieces of wood","96438","0.000011868679989972906","4404","Agriculture"
"Wood wool or flour","75811","0.000009330103265516042","4405","Agriculture"
"Wooden railway ties","9293","0.000001143694841730627","4406","Agriculture"
"Wood sawn lengthwise","57908860","0.007126876624610034","4407","Agriculture"
"Sheets for veneering for plywood","6974890","0.0008584037140469744","4408","Agriculture"
"Wood shaped along its edges","3075708","0.0003785291482050601","4409","Agriculture"
"Particle board and similar board","5498945","0.0006767583160938797","4410","Agriculture"
"Fiberboard of wood","3365823","0.00041423376770454156","4411","Agriculture"
"Plywood","56734144","0.006982303652512924","4412","Agriculture"
"Densified wood","394681","0.00004857361711278228","4413","Agriculture"
"Wooden frames","526766","0.00006482939384472997","4414","Agriculture"
"Packing boxes","4520342","0.0005563210834239004","4415","Agriculture"
"Casks, barrels, etc. of wood","2216983","0.00027284536977343065","4416","Agriculture"
"Wooden tools","3308910","0.0004072294521414925","4417","Agriculture"
"Wood carpentry for construction","10962223","0.0013491270740343098","4418","Agriculture"
"Wooden kitchenware","8238125","0.0010138707702606396","4419","Agriculture"
"Wood marquetry, ornaments, etc.","6630558","0.0008160265772512367","4420","Agriculture"
"Other articles of wood","22670836","0.002790112793599592","4421","Agriculture"
"Natural cork, raw","329286","0.000040525416943302626","4501","Agriculture"
"Natural cork, debacked","213915","0.000026326641780781996","4502","Agriculture"
"Articles of natural cork","757164","0.00009318460789240596","4503","Agriculture"
"Agglomerated cork","2696906","0.0003319097687326352","4504","Agriculture"
"Products of plaiting materials","2075098","0.00025538350141886805","4601","Agriculture"
"Basketwork","1425576","0.00017544645622457553","4602","Agriculture"
"Mechanical woodpulp","47266","0.000005817053738215842","4701","Agriculture"
"Chemical woodpulp, dissolving grade","67740728","0.008336890260268745","4702","Agriculture"
"Chemical woodpulp, soda or sulfate","108984800","0.013412821864526423","4703","Agriculture"
"Chemical woodpulp, sulfite","164737","0.000020274277105582515","4704","Agriculture"
"Semichemical woodpulp","169516","0.00002086243137746788","4705","Agriculture"
"Pulps of recovered paper fibers","2976833","0.00036636054522689205","4706","Agriculture"
"Paper waste","419981184","0.05168732527329403","4707","Agriculture"
"Newsprint","12944380","0.0015930722732595604","4801","Agriculture"
"Paper used for graphic purposes","141515232","0.017416360794653283","4802","Agriculture"
"Tissue","23980048","0.0029512382655819264","4803","Agriculture"
"Uncoated kraft paper and paperboard","364597664","0.04487124369136301","4804","Agriculture"
"Other uncoated paper and paperboard","438734944","0.05399536127620527","4805","Agriculture"
"Transparent paper","20088094","0.0024722532538469775","4806","Agriculture"
"Uncoated composite paper","2155592","0.0002652899441811908","4807","Agriculture"
"Corrugated paper and paperboard","7755394","0.0009544607891303836","4808","Agriculture"
"Carbon paper","11289112","0.0013893574908123666","4809","Agriculture"
"Paper and paperboard, coated with kaolin","373820128","0.04600625762710457","4810","Agriculture"
"Cellulose wadding, coated","585307840","0.07203417168110354","4811","Agriculture"
"Filter blocks of paper pulp","2205049","0.0002713766455464627","4812","Agriculture"
"Cigarette paper","1272111","0.0001565594306261476","4813","Agriculture"
"Wallpaper","24634162","0.0030317404508508157","4814","Agriculture"
"Other carbon paper","17117112","0.0021066127945470157","4816","Agriculture"
"Letterstock","2912874","0.0003584890744012976","4817","Agriculture"
"Toilet paper","1085203200","0.13355658044437427","4818","Agriculture"
"Cardboard packing containers","66598976","0.008196374186564279","4819","Agriculture"
"Notebooks","33538512","0.004127603914098864","4820","Agriculture"
"Paper labels","65151548","0.00801823839216242","4821","Agriculture"
"Bobbins, spools, cops of paper","2802514","0.00034490700588376915","4822","Agriculture"
